Level id sid word tag idx in_coca-n spell_error document_id source_id subject score dalechall flesch fog kincaid rgl level1 level1pct level2 level2pct level3 level3pct level4 level4pct level5 level5pct level6 level6pct level7 level7pct level567 level567pct tokennum typenum typedivtoken lemmanum stddev sentnum avgsentlen linksentnum linksentpct spellerr ngrams2_appear ngrams2_total ngrams2_appear_ratio ngrams3_appear ngrams3_total ngrams3_appear_ratio ngrams4_appear ngrams4_total ngrams4_appear_ratio ngrams5_appear ngrams5_total ngrams5_appear_ratio AWLratio 
Level=I id=14990 sid=14990 word=Japaness tag=NNP idx=15 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=14992 sid=14992 word=Japaness tag=NNP idx=2 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=14994 sid=14994 word=Japaness tag=NNP idx=14 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=14997 sid=14997 word=Japaness tag=NNP idx=4 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=15000 sid=15000 word=Japaness tag=NNP idx=21 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=15001 sid=15001 word=Japaness tag=NNP idx=5 in_coca-n=0 spell_error= document_id=1458 source_id=1458 subject=IW-0803 score=B dalechall=6.18563 flesch=68.8297 fog=10.6171 kincaid=7.21977 rgl=7 level1=55 level1pct=77.4648 level2=5 level2pct=7.04225 level3=1 level3pct=1.40845 level4=1 level4pct=1.40845 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=11.2676 level567=8 level567pct=11.2676 tokennum=173 typenum=80 typedivtoken=0.462428 lemmanum=71 stddev=4.60676 sentnum=12 avgsentlen=14.3333 linksentnum=6 linksentpct=0.5 spellerr=4 ngrams2_appear=131 ngrams2_total=160 ngrams2_appear_ratio=0.81875 ngrams3_appear=95 ngrams3_total=148 ngrams3_appear_ratio=0.641892 ngrams4_appear=48 ngrams4_total=136 ngrams4_appear_ratio=0.352941 ngrams5_appear=17 ngrams5_total=124 ngrams5_appear_ratio=0.137097 AWLratio=0.0126582 
Level=I id=15153 sid=15153 word=Japaness tag=NNP idx=12 in_coca-n=0 spell_error= document_id=1471 source_id=1471 subject=IW-0803 score=C dalechall=6.89113 flesch=65.8028 fog=11.0966 kincaid=6.88485 rgl=7 level1=32 level1pct=69.5652 level2=7 level2pct=15.2174 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=17.3913 level567=8 level567pct=17.3913 tokennum=80 typenum=50 typedivtoken=0.625 lemmanum=46 stddev=4.80221 sentnum=7 avgsentlen=11.2857 linksentnum=3 linksentpct=0.428571 spellerr=2 ngrams2_appear=56 ngrams2_total=72 ngrams2_appear_ratio=0.777778 ngrams3_appear=29 ngrams3_total=65 ngrams3_appear_ratio=0.446154 ngrams4_appear=5 ngrams4_total=58 ngrams4_appear_ratio=0.0862069 ngrams5_appear=0 ngrams5_total=51 ngrams5_appear_ratio=0 AWLratio=0 
Level=I id=15154 sid=15154 word=Japaness tag=NNP idx=5 in_coca-n=0 spell_error= document_id=1471 source_id=1471 subject=IW-0803 score=C dalechall=6.89113 flesch=65.8028 fog=11.0966 kincaid=6.88485 rgl=7 level1=32 level1pct=69.5652 level2=7 level2pct=15.2174 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=17.3913 level567=8 level567pct=17.3913 tokennum=80 typenum=50 typedivtoken=0.625 lemmanum=46 stddev=4.80221 sentnum=7 avgsentlen=11.2857 linksentnum=3 linksentpct=0.428571 spellerr=2 ngrams2_appear=56 ngrams2_total=72 ngrams2_appear_ratio=0.777778 ngrams3_appear=29 ngrams3_total=65 ngrams3_appear_ratio=0.446154 ngrams4_appear=5 ngrams4_total=58 ngrams4_appear_ratio=0.0862069 ngrams5_appear=0 ngrams5_total=51 ngrams5_appear_ratio=0 AWLratio=0 
Level=I id=15157 sid=15157 word=Japaness tag=NNP idx=3 in_coca-n=0 spell_error= document_id=1471 source_id=1471 subject=IW-0803 score=C dalechall=6.89113 flesch=65.8028 fog=11.0966 kincaid=6.88485 rgl=7 level1=32 level1pct=69.5652 level2=7 level2pct=15.2174 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=8 level7pct=17.3913 level567=8 level567pct=17.3913 tokennum=80 typenum=50 typedivtoken=0.625 lemmanum=46 stddev=4.80221 sentnum=7 avgsentlen=11.2857 linksentnum=3 linksentpct=0.428571 spellerr=2 ngrams2_appear=56 ngrams2_total=72 ngrams2_appear_ratio=0.777778 ngrams3_appear=29 ngrams3_total=65 ngrams3_appear_ratio=0.446154 ngrams4_appear=5 ngrams4_total=58 ngrams4_appear_ratio=0.0862069 ngrams5_appear=0 ngrams5_total=51 ngrams5_appear_ratio=0 AWLratio=0 
Level=I id=15301 sid=15301 word=Japaness tag=NNP idx=3 in_coca-n=0 spell_error= document_id=1485 source_id=1485 subject=IW-0803 score=C dalechall=5.16935 flesch=73.6062 fog=8.72192 kincaid=5.90612 rgl=5 level1=49 level1pct=76.5625 level2=4 level2pct=6.25 level3=3 level3pct=4.6875 level4=2 level4pct=3.125 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=14.0625 level567=9 level567pct=14.0625 tokennum=129 typenum=69 typedivtoken=0.534884 lemmanum=64 stddev=6.63325 sentnum=9 avgsentlen=14.3333 linksentnum=3 linksentpct=0.333333 spellerr=0 ngrams2_appear=103 ngrams2_total=120 ngrams2_appear_ratio=0.858333 ngrams3_appear=66 ngrams3_total=111 ngrams3_appear_ratio=0.594595 ngrams4_appear=22 ngrams4_total=102 ngrams4_appear_ratio=0.215686 ngrams5_appear=10 ngrams5_total=93 ngrams5_appear_ratio=0.107527 AWLratio=0.0289855 
Level=I id=15302 sid=15302 word=Japaness tag=NNP idx=1 in_coca-n=0 spell_error= document_id=1485 source_id=1485 subject=IW-0803 score=C dalechall=5.16935 flesch=73.6062 fog=8.72192 kincaid=5.90612 rgl=5 level1=49 level1pct=76.5625 level2=4 level2pct=6.25 level3=3 level3pct=4.6875 level4=2 level4pct=3.125 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=14.0625 level567=9 level567pct=14.0625 tokennum=129 typenum=69 typedivtoken=0.534884 lemmanum=64 stddev=6.63325 sentnum=9 avgsentlen=14.3333 linksentnum=3 linksentpct=0.333333 spellerr=0 ngrams2_appear=103 ngrams2_total=120 ngrams2_appear_ratio=0.858333 ngrams3_appear=66 ngrams3_total=111 ngrams3_appear_ratio=0.594595 ngrams4_appear=22 ngrams4_total=102 ngrams4_appear_ratio=0.215686 ngrams5_appear=10 ngrams5_total=93 ngrams5_appear_ratio=0.107527 AWLratio=0.0289855 
Level=I id=15304 sid=15304 word=Japaness tag=NNP idx=12 in_coca-n=0 spell_error= document_id=1485 source_id=1485 subject=IW-0803 score=C dalechall=5.16935 flesch=73.6062 fog=8.72192 kincaid=5.90612 rgl=5 level1=49 level1pct=76.5625 level2=4 level2pct=6.25 level3=3 level3pct=4.6875 level4=2 level4pct=3.125 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=14.0625 level567=9 level567pct=14.0625 tokennum=129 typenum=69 typedivtoken=0.534884 lemmanum=64 stddev=6.63325 sentnum=9 avgsentlen=14.3333 linksentnum=3 linksentpct=0.333333 spellerr=0 ngrams2_appear=103 ngrams2_total=120 ngrams2_appear_ratio=0.858333 ngrams3_appear=66 ngrams3_total=111 ngrams3_appear_ratio=0.594595 ngrams4_appear=22 ngrams4_total=102 ngrams4_appear_ratio=0.215686 ngrams5_appear=10 ngrams5_total=93 ngrams5_appear_ratio=0.107527 AWLratio=0.0289855 
Level=I id=15308 sid=15308 word=Japaness tag=NNP idx=2 in_coca-n=0 spell_error= document_id=1485 source_id=1485 subject=IW-0803 score=C dalechall=5.16935 flesch=73.6062 fog=8.72192 kincaid=5.90612 rgl=5 level1=49 level1pct=76.5625 level2=4 level2pct=6.25 level3=3 level3pct=4.6875 level4=2 level4pct=3.125 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=14.0625 level567=9 level567pct=14.0625 tokennum=129 typenum=69 typedivtoken=0.534884 lemmanum=64 stddev=6.63325 sentnum=9 avgsentlen=14.3333 linksentnum=3 linksentpct=0.333333 spellerr=0 ngrams2_appear=103 ngrams2_total=120 ngrams2_appear_ratio=0.858333 ngrams3_appear=66 ngrams3_total=111 ngrams3_appear_ratio=0.594595 ngrams4_appear=22 ngrams4_total=102 ngrams4_appear_ratio=0.215686 ngrams5_appear=10 ngrams5_total=93 ngrams5_appear_ratio=0.107527 AWLratio=0.0289855 
Level=I id=15309 sid=15309 word=Japaness tag=NNP idx=10 in_coca-n=0 spell_error= document_id=1485 source_id=1485 subject=IW-0803 score=C dalechall=5.16935 flesch=73.6062 fog=8.72192 kincaid=5.90612 rgl=5 level1=49 level1pct=76.5625 level2=4 level2pct=6.25 level3=3 level3pct=4.6875 level4=2 level4pct=3.125 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=14.0625 level567=9 level567pct=14.0625 tokennum=129 typenum=69 typedivtoken=0.534884 lemmanum=64 stddev=6.63325 sentnum=9 avgsentlen=14.3333 linksentnum=3 linksentpct=0.333333 spellerr=0 ngrams2_appear=103 ngrams2_total=120 ngrams2_appear_ratio=0.858333 ngrams3_appear=66 ngrams3_total=111 ngrams3_appear_ratio=0.594595 ngrams4_appear=22 ngrams4_total=102 ngrams4_appear_ratio=0.215686 ngrams5_appear=10 ngrams5_total=93 ngrams5_appear_ratio=0.107527 AWLratio=0.0289855 
Level=I id=15897 sid=15897 word=Japaness tag=NNP idx=14 in_coca-n=0 spell_error= document_id=1541 source_id=1541 subject=IW-0802 score=A dalechall=5.56265 flesch=73.1329 fog=6.82523 kincaid=6.1227 rgl=5 level1=58 level1pct=79.4521 level2=5 level2pct=6.84932 level3=0 level3pct=0 level4=3 level4pct=4.10959 level5=0 level5pct=0 level6=0 level6pct=0 level7=11 level7pct=15.0685 level567=11 level567pct=15.0685 tokennum=150 typenum=79 typedivtoken=0.526667 lemmanum=73 stddev=3.67705 sentnum=11 avgsentlen=13.4545 linksentnum=8 linksentpct=0.727273 spellerr=0 ngrams2_appear=122 ngrams2_total=137 ngrams2_appear_ratio=0.890511 ngrams3_appear=105 ngrams3_total=126 ngrams3_appear_ratio=0.833333 ngrams4_appear=61 ngrams4_total=115 ngrams4_appear_ratio=0.530435 ngrams5_appear=30 ngrams5_total=104 ngrams5_appear_ratio=0.288462 AWLratio=0 
Level=I id=16074 sid=16074 word=Japaness tag=NNP idx=5 in_coca-n=0 spell_error= document_id=1557 source_id=1557 subject=IW-0803 score=A dalechall=5.66884 flesch=71.7731 fog=7.97298 kincaid=6.38244 rgl=5 level1=64 level1pct=73.5632 level2=9 level2pct=10.3448 level3=6 level3pct=6.89655 level4=2 level4pct=2.29885 level5=0 level5pct=0 level6=1 level6pct=1.14943 level7=6 level7pct=6.89655 level567=7 level567pct=8.04598 tokennum=164 typenum=96 typedivtoken=0.585366 lemmanum=87 stddev=4.02948 sentnum=13 avgsentlen=12.6154 linksentnum=8 linksentpct=0.615385 spellerr=1 ngrams2_appear=137 ngrams2_total=151 ngrams2_appear_ratio=0.907285 ngrams3_appear=98 ngrams3_total=138 ngrams3_appear_ratio=0.710145 ngrams4_appear=42 ngrams4_total=125 ngrams4_appear_ratio=0.336 ngrams5_appear=15 ngrams5_total=112 ngrams5_appear_ratio=0.133929 AWLratio=0.0416667 
Level=I id=16279 sid=16279 word=Japaness tag=NNP idx=4 in_coca-n=0 spell_error= document_id=1575 source_id=1575 subject=IW-0803 score=C dalechall=5.00687 flesch=88.1582 fog=5.92727 kincaid=2.95045 rgl=5 level1=44 level1pct=88 level2=1 level2pct=2 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=6 level7pct=12 level567=6 level567pct=12 tokennum=89 typenum=53 typedivtoken=0.595506 lemmanum=50 stddev=3.86123 sentnum=11 avgsentlen=8 linksentnum=8 linksentpct=0.727273 spellerr=2 ngrams2_appear=66 ngrams2_total=77 ngrams2_appear_ratio=0.857143 ngrams3_appear=49 ngrams3_total=66 ngrams3_appear_ratio=0.742424 ngrams4_appear=30 ngrams4_total=55 ngrams4_appear_ratio=0.545455 ngrams5_appear=17 ngrams5_total=45 ngrams5_appear_ratio=0.377778 AWLratio=0 
Level=I id=16281 sid=16281 word=Japaness tag=NNP idx=1 in_coca-n=0 spell_error= document_id=1575 source_id=1575 subject=IW-0803 score=C dalechall=5.00687 flesch=88.1582 fog=5.92727 kincaid=2.95045 rgl=5 level1=44 level1pct=88 level2=1 level2pct=2 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=6 level7pct=12 level567=6 level567pct=12 tokennum=89 typenum=53 typedivtoken=0.595506 lemmanum=50 stddev=3.86123 sentnum=11 avgsentlen=8 linksentnum=8 linksentpct=0.727273 spellerr=2 ngrams2_appear=66 ngrams2_total=77 ngrams2_appear_ratio=0.857143 ngrams3_appear=49 ngrams3_total=66 ngrams3_appear_ratio=0.742424 ngrams4_appear=30 ngrams4_total=55 ngrams4_appear_ratio=0.545455 ngrams5_appear=17 ngrams5_total=45 ngrams5_appear_ratio=0.377778 AWLratio=0 
Level=I id=16813 sid=16813 word=Japaness tag=NNP idx=7 in_coca-n=0 spell_error= document_id=1628 source_id=1628 subject=IW-0803 score=C dalechall=5.48825 flesch=72.6155 fog=9.12727 kincaid=5.86364 rgl=5 level1=43 level1pct=81.1321 level2=3 level2pct=5.66038 level3=0 level3pct=0 level4=1 level4pct=1.88679 level5=0 level5pct=0 level6=1 level6pct=1.88679 level7=7 level7pct=13.2075 level567=8 level567pct=15.0943 tokennum=110 typenum=64 typedivtoken=0.581818 lemmanum=53 stddev=6.08783 sentnum=9 avgsentlen=12.2222 linksentnum=5 linksentpct=0.555556 spellerr=1 ngrams2_appear=88 ngrams2_total=100 ngrams2_appear_ratio=0.88 ngrams3_appear=61 ngrams3_total=91 ngrams3_appear_ratio=0.67033 ngrams4_appear=32 ngrams4_total=82 ngrams4_appear_ratio=0.390244 ngrams5_appear=5 ngrams5_total=73 ngrams5_appear_ratio=0.0684932 AWLratio=0 
Level=I id=16816 sid=16816 word=Japaness tag=NNP idx=1 in_coca-n=0 spell_error= document_id=1628 source_id=1628 subject=IW-0803 score=C dalechall=5.48825 flesch=72.6155 fog=9.12727 kincaid=5.86364 rgl=5 level1=43 level1pct=81.1321 level2=3 level2pct=5.66038 level3=0 level3pct=0 level4=1 level4pct=1.88679 level5=0 level5pct=0 level6=1 level6pct=1.88679 level7=7 level7pct=13.2075 level567=8 level567pct=15.0943 tokennum=110 typenum=64 typedivtoken=0.581818 lemmanum=53 stddev=6.08783 sentnum=9 avgsentlen=12.2222 linksentnum=5 linksentpct=0.555556 spellerr=1 ngrams2_appear=88 ngrams2_total=100 ngrams2_appear_ratio=0.88 ngrams3_appear=61 ngrams3_total=91 ngrams3_appear_ratio=0.67033 ngrams4_appear=32 ngrams4_total=82 ngrams4_appear_ratio=0.390244 ngrams5_appear=5 ngrams5_total=73 ngrams5_appear_ratio=0.0684932 AWLratio=0 
Level=I id=16818 sid=16818 word=Japaness tag=NNP idx=1 in_coca-n=0 spell_error= document_id=1628 source_id=1628 subject=IW-0803 score=C dalechall=5.48825 flesch=72.6155 fog=9.12727 kincaid=5.86364 rgl=5 level1=43 level1pct=81.1321 level2=3 level2pct=5.66038 level3=0 level3pct=0 level4=1 level4pct=1.88679 level5=0 level5pct=0 level6=1 level6pct=1.88679 level7=7 level7pct=13.2075 level567=8 level567pct=15.0943 tokennum=110 typenum=64 typedivtoken=0.581818 lemmanum=53 stddev=6.08783 sentnum=9 avgsentlen=12.2222 linksentnum=5 linksentpct=0.555556 spellerr=1 ngrams2_appear=88 ngrams2_total=100 ngrams2_appear_ratio=0.88 ngrams3_appear=61 ngrams3_total=91 ngrams3_appear_ratio=0.67033 ngrams4_appear=32 ngrams4_total=82 ngrams4_appear_ratio=0.390244 ngrams5_appear=5 ngrams5_total=73 ngrams5_appear_ratio=0.0684932 AWLratio=0 
Level=I id=17816 sid=17816 word=Japaness tag=NNP idx=15 in_coca-n=0 spell_error= document_id=1729 source_id=1729 subject=IW-0803 score=A dalechall=7.20443 flesch=57.18 fog=10.1333 kincaid=8.265 rgl=9 level1=51 level1pct=67.1053 level2=11 level2pct=14.4737 level3=1 level3pct=1.31579 level4=4 level4pct=5.26316 level5=0 level5pct=0 level6=1 level6pct=1.31579 level7=11 level7pct=14.4737 level567=12 level567pct=15.7895 tokennum=122 typenum=87 typedivtoken=0.713115 lemmanum=76 stddev=4.77493 sentnum=10 avgsentlen=12 linksentnum=6 linksentpct=0.6 spellerr=1 ngrams2_appear=95 ngrams2_total=110 ngrams2_appear_ratio=0.863636 ngrams3_appear=64 ngrams3_total=100 ngrams3_appear_ratio=0.64 ngrams4_appear=32 ngrams4_total=90 ngrams4_appear_ratio=0.355556 ngrams5_appear=10 ngrams5_total=80 ngrams5_appear_ratio=0.125 AWLratio=0.0348837 
Level=I id=17838 sid=17838 word=Japaness tag=NNPS idx=16 in_coca-n=0 spell_error= document_id=1732 source_id=1732 subject=IW-0803 score=C dalechall=5.91519 flesch=71.239 fog=12.1376 kincaid=8.4571 rgl=5 level1=33 level1pct=82.5 level2=2 level2pct=5 level3=0 level3pct=0 level4=0 level4pct=0 level5=0 level5pct=0 level6=0 level6pct=0 level7=6 level7pct=15 level567=6 level567pct=15 tokennum=62 typenum=41 typedivtoken=0.66129 lemmanum=40 stddev=14.3836 sentnum=3 avgsentlen=20.6667 linksentnum=1 linksentpct=0.333333 spellerr=1 ngrams2_appear=44 ngrams2_total=58 ngrams2_appear_ratio=0.758621 ngrams3_appear=34 ngrams3_total=55 ngrams3_appear_ratio=0.618182 ngrams4_appear=21 ngrams4_total=52 ngrams4_appear_ratio=0.403846 ngrams5_appear=7 ngrams5_total=49 ngrams5_appear_ratio=0.142857 AWLratio=0 
Level=I id=19315 sid=19315 word=Japaness tag=NNP idx=13 in_coca-n=0 spell_error= document_id=1873 source_id=1873 subject=IW-0803 score=C dalechall=5.79766 flesch=76.7532 fog=8.00244 kincaid=5.10018 rgl=5 level1=38 level1pct=79.1667 level2=5 level2pct=10.4167 level3=0 level3pct=0 level4=1 level4pct=2.08333 level5=0 level5pct=0 level6=0 level6pct=0 level7=5 level7pct=10.4167 level567=5 level567pct=10.4167 tokennum=82 typenum=56 typedivtoken=0.682927 lemmanum=48 stddev=4.463 sentnum=7 avgsentlen=11.7143 linksentnum=0 linksentpct=0 spellerr=6 ngrams2_appear=58 ngrams2_total=74 ngrams2_appear_ratio=0.783784 ngrams3_appear=38 ngrams3_total=67 ngrams3_appear_ratio=0.567164 ngrams4_appear=21 ngrams4_total=60 ngrams4_appear_ratio=0.35 ngrams5_appear=4 ngrams5_total=53 ngrams5_appear_ratio=0.0754717 AWLratio=0.0178571 
Level=I id=27251 sid=27251 word=Japaness tag=NNPS idx=4 in_coca-n=0 spell_error= document_id=2686 source_id=2686 subject=IW-0863 score=A dalechall=6.15451 flesch=74.0829 fog=10.245 kincaid=7.85932 rgl=7 level1=67 level1pct=78.8235 level2=5 level2pct=5.88235 level3=4 level3pct=4.70588 level4=2 level4pct=2.35294 level5=0 level5pct=0 level6=0 level6pct=0 level7=9 level7pct=10.5882 level567=9 level567pct=10.5882 tokennum=141 typenum=96 typedivtoken=0.680851 lemmanum=85 stddev=10.3431 sentnum=7 avgsentlen=19.8571 linksentnum=2 linksentpct=0.285714 spellerr=2 ngrams2_appear=123 ngrams2_total=132 ngrams2_appear_ratio=0.931818 ngrams3_appear=95 ngrams3_total=125 ngrams3_appear_ratio=0.76 ngrams4_appear=56 ngrams4_total=118 ngrams4_appear_ratio=0.474576 ngrams5_appear=19 ngrams5_total=111 ngrams5_appear_ratio=0.171171 AWLratio=0.0210526 
Level=I id=31936 sid=31936 word=Japaness tag=NNP idx=10 in_coca-n=0 spell_error= document_id=3135 source_id=3135 subject=IW-0863 score=A dalechall=6.8529 flesch=58.6066 fog=11.5476 kincaid=8.70779 rgl=7 level1=59 level1pct=71.0843 level2=6 level2pct=7.22892 level3=7 level3pct=8.43373 level4=2 level4pct=2.40964 level5=0 level5pct=0 level6=1 level6pct=1.20482 level7=10 level7pct=12.0482 level567=11 level567pct=13.253 tokennum=177 typenum=92 typedivtoken=0.519774 lemmanum=83 stddev=4.34846 sentnum=11 avgsentlen=16 linksentnum=5 linksentpct=0.454545 spellerr=2 ngrams2_appear=142 ngrams2_total=165 ngrams2_appear_ratio=0.860606 ngrams3_appear=108 ngrams3_total=154 ngrams3_appear_ratio=0.701299 ngrams4_appear=65 ngrams4_total=143 ngrams4_appear_ratio=0.454545 ngrams5_appear=30 ngrams5_total=132 ngrams5_appear_ratio=0.227273 AWLratio=0 
Level=I id=31937 sid=31937 word=Japaness tag=NNP idx=5 in_coca-n=0 spell_error= document_id=3135 source_id=3135 subject=IW-0863 score=A dalechall=6.8529 flesch=58.6066 fog=11.5476 kincaid=8.70779 rgl=7 level1=59 level1pct=71.0843 level2=6 level2pct=7.22892 level3=7 level3pct=8.43373 level4=2 level4pct=2.40964 level5=0 level5pct=0 level6=1 level6pct=1.20482 level7=10 level7pct=12.0482 level567=11 level567pct=13.253 tokennum=177 typenum=92 typedivtoken=0.519774 lemmanum=83 stddev=4.34846 sentnum=11 avgsentlen=16 linksentnum=5 linksentpct=0.454545 spellerr=2 ngrams2_appear=142 ngrams2_total=165 ngrams2_appear_ratio=0.860606 ngrams3_appear=108 ngrams3_total=154 ngrams3_appear_ratio=0.701299 ngrams4_appear=65 ngrams4_total=143 ngrams4_appear_ratio=0.454545 ngrams5_appear=30 ngrams5_total=132 ngrams5_appear_ratio=0.227273 AWLratio=0 
Level=I id=49572 sid=49572 word=Japaness tag=NNP idx=4 in_coca-n=0 spell_error= document_id=4821 source_id=10821 subject=IW0901 score=B dalechall=6.9591 flesch=65.5222 fog=9.87655 kincaid=7.57345 rgl=7 level1=61 level1pct=67.7778 level2=10 level2pct=11.1111 level3=6 level3pct=6.66667 level4=2 level4pct=2.22222 level5=0 level5pct=0 level6=0 level6pct=0 level7=12 level7pct=13.3333 level567=12 level567pct=13.3333 tokennum=142 typenum=95 typedivtoken=0.669014 lemmanum=90 stddev=4.47214 sentnum=10 avgsentlen=14 linksentnum=7 linksentpct=0.7 spellerr=3 ngrams2_appear=114 ngrams2_total=130 ngrams2_appear_ratio=0.876923 ngrams3_appear=79 ngrams3_total=120 ngrams3_appear_ratio=0.658333 ngrams4_appear=42 ngrams4_total=110 ngrams4_appear_ratio=0.381818 ngrams5_appear=10 ngrams5_total=100 ngrams5_appear_ratio=0.1 AWLratio=0.0526316 
